id,school,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location
2023,Anderson (IN),Ravens,ANIN,"[""ANIN"",""Anderson (IN)""]",Heartland,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2023.png"",""https://cdn.collegefootballdata.com/logos/256/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2023.png"",""https://cdn.collegefootballdata.com/logos/128/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2023.png"",""https://cdn.collegefootballdata.com/logos/96/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2023.png"",""https://cdn.collegefootballdata.com/logos/64/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2023.png"",""https://cdn.collegefootballdata.com/logos/48/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2023.png"",""https://cdn.collegefootballdata.com/logos/32/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2023.png"",""https://cdn.collegefootballdata.com/logos/16/2023.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2023.png""]",null,"{""capacity"":""4300"",""city"":""Anderson"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5793"",""latitude"":""40.1053196"",""longitude"":""-85.6802541"",""name"":""Macholtz Stadium"",""state"":""IN"",""timezone"":null,""zip"":""46016""}"
2025,Angelo State,Rams,AGSU,"[""AGSU"",""Angelo St""]",Lone Star,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2025.png"",""https://cdn.collegefootballdata.com/logos/256/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2025.png"",""https://cdn.collegefootballdata.com/logos/128/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2025.png"",""https://cdn.collegefootballdata.com/logos/96/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2025.png"",""https://cdn.collegefootballdata.com/logos/64/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2025.png"",""https://cdn.collegefootballdata.com/logos/48/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2025.png"",""https://cdn.collegefootballdata.com/logos/32/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2025.png"",""https://cdn.collegefootballdata.com/logos/16/2025.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2025.png""]",null,"{""capacity"":""5670"",""city"":""San Angelo"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5869"",""latitude"":""31.4649685"",""longitude"":""-100.4405094"",""name"":""LeGrand Stadium at 1st Community Credit Union Field"",""state"":""TX"",""timezone"":null,""zip"":""76903""}"
3111,Apprentice School,Builders,APPRE,"[""APPRE"",""Apprentice""]",Independent DIII,null,iii,#000000,#null,[],null,"{""capacity"":""800"",""city"":""Newport News"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""3618"",""latitude"":""36.9775016"",""longitude"":""-76.42977"",""name"":""Apprentice Field"",""state"":""VA"",""timezone"":null,""zip"":""23607""}"
2026,App State,Mountaineers,APP,"[""Appalachian State"",""APP"",""App State""]",Sun Belt,East,fbs,#000000,#ffcd00,"[""https://cdn.collegefootballdata.com/logos/500/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2026.png"",""https://cdn.collegefootballdata.com/logos/256/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2026.png"",""https://cdn.collegefootballdata.com/logos/128/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2026.png"",""https://cdn.collegefootballdata.com/logos/96/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2026.png"",""https://cdn.collegefootballdata.com/logos/64/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2026.png"",""https://cdn.collegefootballdata.com/logos/48/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2026.png"",""https://cdn.collegefootballdata.com/logos/32/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2026.png"",""https://cdn.collegefootballdata.com/logos/16/2026.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2026.png""]",@AppState_FB,"{""capacity"":""30000"",""city"":""Boone"",""constructionYear"":""1962"",""countryCode"":""US"",""dome"":""false"",""elevation"":""991.3414307"",""grass"":""false"",""id"":""3792"",""latitude"":""36.2114267"",""longitude"":""-81.6854278"",""name"":""Kidd Brewer Stadium"",""state"":""NC"",""timezone"":""America/New_York"",""zip"":""28608""}"
12,Arizona,Wildcats,ARIZ,"[""ARIZ"",""Arizona""]",Pac-12,South,fbs,#cc0033,#003366,"[""https://cdn.collegefootballdata.com/logos/500/12.png"",""https://cdn.collegefootballdata.com/logos-dark/500/12.png"",""https://cdn.collegefootballdata.com/logos/256/12.png"",""https://cdn.collegefootballdata.com/logos-dark/256/12.png"",""https://cdn.collegefootballdata.com/logos/128/12.png"",""https://cdn.collegefootballdata.com/logos-dark/128/12.png"",""https://cdn.collegefootballdata.com/logos/96/12.png"",""https://cdn.collegefootballdata.com/logos-dark/96/12.png"",""https://cdn.collegefootballdata.com/logos/64/12.png"",""https://cdn.collegefootballdata.com/logos-dark/64/12.png"",""https://cdn.collegefootballdata.com/logos/48/12.png"",""https://cdn.collegefootballdata.com/logos-dark/48/12.png"",""https://cdn.collegefootballdata.com/logos/32/12.png"",""https://cdn.collegefootballdata.com/logos-dark/32/12.png"",""https://cdn.collegefootballdata.com/logos/16/12.png"",""https://cdn.collegefootballdata.com/logos-dark/16/12.png""]",@ArizonaFBall,"{""capacity"":""50782"",""city"":""Tucson"",""constructionYear"":""1928"",""countryCode"":""US"",""dome"":""false"",""elevation"":""742.1530151"",""grass"":""false"",""id"":""3619"",""latitude"":""32.2288054"",""longitude"":""-110.9488677"",""name"":""Arizona Stadium"",""state"":""AZ"",""timezone"":""America/Phoenix"",""zip"":""85721""}"
9,Arizona State,Sun Devils,ASU,"[""ASU"",""Arizona St""]",Pac-12,South,fbs,#ffc627,#8c1d40,"[""https://cdn.collegefootballdata.com/logos/500/9.png"",""https://cdn.collegefootballdata.com/logos-dark/500/9.png"",""https://cdn.collegefootballdata.com/logos/256/9.png"",""https://cdn.collegefootballdata.com/logos-dark/256/9.png"",""https://cdn.collegefootballdata.com/logos/128/9.png"",""https://cdn.collegefootballdata.com/logos-dark/128/9.png"",""https://cdn.collegefootballdata.com/logos/96/9.png"",""https://cdn.collegefootballdata.com/logos-dark/96/9.png"",""https://cdn.collegefootballdata.com/logos/64/9.png"",""https://cdn.collegefootballdata.com/logos-dark/64/9.png"",""https://cdn.collegefootballdata.com/logos/48/9.png"",""https://cdn.collegefootballdata.com/logos-dark/48/9.png"",""https://cdn.collegefootballdata.com/logos/32/9.png"",""https://cdn.collegefootballdata.com/logos-dark/32/9.png"",""https://cdn.collegefootballdata.com/logos/16/9.png"",""https://cdn.collegefootballdata.com/logos-dark/16/9.png""]",@ASUFootball,"{""capacity"":""65870"",""city"":""Tempe"",""constructionYear"":""1958"",""countryCode"":""US"",""dome"":""false"",""elevation"":""360.1569519"",""grass"":""true"",""id"":""3947"",""latitude"":""33.4264471"",""longitude"":""-111.9325005"",""name"":""Mountain America Stadium"",""state"":""AZ"",""timezone"":""America/Phoenix"",""zip"":""85287""}"
8,Arkansas,Razorbacks,ARK,"[""ARK"",""Arkansas""]",SEC,West,fbs,#a32136,#ffffff,"[""https://cdn.collegefootballdata.com/logos/500/8.png"",""https://cdn.collegefootballdata.com/logos-dark/500/8.png"",""https://cdn.collegefootballdata.com/logos/256/8.png"",""https://cdn.collegefootballdata.com/logos-dark/256/8.png"",""https://cdn.collegefootballdata.com/logos/128/8.png"",""https://cdn.collegefootballdata.com/logos-dark/128/8.png"",""https://cdn.collegefootballdata.com/logos/96/8.png"",""https://cdn.collegefootballdata.com/logos-dark/96/8.png"",""https://cdn.collegefootballdata.com/logos/64/8.png"",""https://cdn.collegefootballdata.com/logos-dark/64/8.png"",""https://cdn.collegefootballdata.com/logos/48/8.png"",""https://cdn.collegefootballdata.com/logos-dark/48/8.png"",""https://cdn.collegefootballdata.com/logos/32/8.png"",""https://cdn.collegefootballdata.com/logos-dark/32/8.png"",""https://cdn.collegefootballdata.com/logos/16/8.png"",""https://cdn.collegefootballdata.com/logos-dark/16/8.png""]",@RazorbackFB,"{""capacity"":""80000"",""city"":""Fayetteville"",""constructionYear"":""1938"",""countryCode"":""US"",""dome"":""false"",""elevation"":""403.7972412"",""grass"":""false"",""id"":""3887"",""latitude"":""36.0680662"",""longitude"":""-94.1789534"",""name"":""Razorback Stadium"",""state"":""AR"",""timezone"":""America/Chicago"",""zip"":""72702""}"
2028,Arkansas Monticello,Boll Weevils,UAM,"[""UAM"",""UA Monticello""]",Great American,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2028.png"",""https://cdn.collegefootballdata.com/logos/256/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2028.png"",""https://cdn.collegefootballdata.com/logos/128/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2028.png"",""https://cdn.collegefootballdata.com/logos/96/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2028.png"",""https://cdn.collegefootballdata.com/logos/64/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2028.png"",""https://cdn.collegefootballdata.com/logos/48/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2028.png"",""https://cdn.collegefootballdata.com/logos/32/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2028.png"",""https://cdn.collegefootballdata.com/logos/16/2028.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2028.png""]",null,"{""capacity"":""3650"",""city"":""Monticello"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5871"",""latitude"":""33.6293427"",""longitude"":""-91.7912327"",""name"":""Convoy Leslie Cotton Boll Stadium"",""state"":""AR"",""timezone"":null,""zip"":""26302""}"
2029,Arkansas-Pine Bluff,Golden Lions,UAPB,"[""Arkansas Pine Bluff"",""UAPB"",""AR-Pine Bluff""]",SWAC,West,fcs,#e0aa0f,#eaaa00,"[""https://cdn.collegefootballdata.com/logos/500/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2029.png"",""https://cdn.collegefootballdata.com/logos/256/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2029.png"",""https://cdn.collegefootballdata.com/logos/128/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2029.png"",""https://cdn.collegefootballdata.com/logos/96/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2029.png"",""https://cdn.collegefootballdata.com/logos/64/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2029.png"",""https://cdn.collegefootballdata.com/logos/48/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2029.png"",""https://cdn.collegefootballdata.com/logos/32/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2029.png"",""https://cdn.collegefootballdata.com/logos/16/2029.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2029.png""]",@UAPBLionsRoar,"{""capacity"":""16000"",""city"":""Pine Bluff"",""constructionYear"":""2000"",""countryCode"":""US"",""dome"":""false"",""elevation"":""67.71961975"",""grass"":""false"",""id"":""3740"",""latitude"":""34.253327"",""longitude"":""-92.0214031"",""name"":""Golden Lion Stadium"",""state"":""AR"",""timezone"":""America/Chicago"",""zip"":""71601""}"
2032,Arkansas State,Red Wolves,ARST,"[""ARST"",""Arkansas St""]",Sun Belt,West,fbs,#cc092f,#000000,"[""https://cdn.collegefootballdata.com/logos/500/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2032.png"",""https://cdn.collegefootballdata.com/logos/256/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2032.png"",""https://cdn.collegefootballdata.com/logos/128/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2032.png"",""https://cdn.collegefootballdata.com/logos/96/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2032.png"",""https://cdn.collegefootballdata.com/logos/64/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2032.png"",""https://cdn.collegefootballdata.com/logos/48/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2032.png"",""https://cdn.collegefootballdata.com/logos/32/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2032.png"",""https://cdn.collegefootballdata.com/logos/16/2032.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2032.png""]",@AStateFB,"{""capacity"":""30382"",""city"":""Jonesboro"",""constructionYear"":""1974"",""countryCode"":""US"",""dome"":""false"",""elevation"":""89.52690887"",""grass"":""false"",""id"":""3625"",""latitude"":""35.8488977"",""longitude"":""-90.6677436"",""name"":""Centennial Bank Stadium"",""state"":""AR"",""timezone"":""America/Chicago"",""zip"":""72404""}"
2033,Arkansas Tech,Wonder Boys,ARTE,"[""ARTE"",""Arkansas Tech""]",Great American,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2033.png"",""https://cdn.collegefootballdata.com/logos/256/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2033.png"",""https://cdn.collegefootballdata.com/logos/128/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2033.png"",""https://cdn.collegefootballdata.com/logos/96/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2033.png"",""https://cdn.collegefootballdata.com/logos/64/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2033.png"",""https://cdn.collegefootballdata.com/logos/48/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2033.png"",""https://cdn.collegefootballdata.com/logos/32/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2033.png"",""https://cdn.collegefootballdata.com/logos/16/2033.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2033.png""]",null,"{""capacity"":""6500"",""city"":""Russellville"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5870"",""latitude"":""35.2784173"",""longitude"":""-93.1337856"",""name"":""Thone Stadium at Buerkle Field"",""state"":""AR"",""timezone"":null,""zip"":""26680""}"
349,Army,Black Knights,ARMY,"[""ARMY"",""Army""]",FBS Independents,null,fbs,#000000,#d3bc8d,"[""https://cdn.collegefootballdata.com/logos/500/349.png"",""https://cdn.collegefootballdata.com/logos-dark/500/349.png"",""https://cdn.collegefootballdata.com/logos/256/349.png"",""https://cdn.collegefootballdata.com/logos-dark/256/349.png"",""https://cdn.collegefootballdata.com/logos/128/349.png"",""https://cdn.collegefootballdata.com/logos-dark/128/349.png"",""https://cdn.collegefootballdata.com/logos/96/349.png"",""https://cdn.collegefootballdata.com/logos-dark/96/349.png"",""https://cdn.collegefootballdata.com/logos/64/349.png"",""https://cdn.collegefootballdata.com/logos-dark/64/349.png"",""https://cdn.collegefootballdata.com/logos/48/349.png"",""https://cdn.collegefootballdata.com/logos-dark/48/349.png"",""https://cdn.collegefootballdata.com/logos/32/349.png"",""https://cdn.collegefootballdata.com/logos-dark/32/349.png"",""https://cdn.collegefootballdata.com/logos/16/349.png"",""https://cdn.collegefootballdata.com/logos-dark/16/349.png""]",@ArmyWP_Football,"{""capacity"":""38000"",""city"":""West Point"",""constructionYear"":""1924"",""countryCode"":""US"",""dome"":""false"",""elevation"":""99.21277618"",""grass"":""false"",""id"":""3841"",""latitude"":""41.3874924"",""longitude"":""-73.9640891"",""name"":""Michie Stadium"",""state"":""NY"",""timezone"":""America/New_York"",""zip"":""10996""}"
308,Ashland,Eagles,ASH,"[""ASH"",""Ashland""]",Great Midwest Athletic,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/308.png"",""https://cdn.collegefootballdata.com/logos-dark/500/308.png"",""https://cdn.collegefootballdata.com/logos/256/308.png"",""https://cdn.collegefootballdata.com/logos-dark/256/308.png"",""https://cdn.collegefootballdata.com/logos/128/308.png"",""https://cdn.collegefootballdata.com/logos-dark/128/308.png"",""https://cdn.collegefootballdata.com/logos/96/308.png"",""https://cdn.collegefootballdata.com/logos-dark/96/308.png"",""https://cdn.collegefootballdata.com/logos/64/308.png"",""https://cdn.collegefootballdata.com/logos-dark/64/308.png"",""https://cdn.collegefootballdata.com/logos/48/308.png"",""https://cdn.collegefootballdata.com/logos-dark/48/308.png"",""https://cdn.collegefootballdata.com/logos/32/308.png"",""https://cdn.collegefootballdata.com/logos-dark/32/308.png"",""https://cdn.collegefootballdata.com/logos/16/308.png"",""https://cdn.collegefootballdata.com/logos-dark/16/308.png""]",null,"{""capacity"":""6000"",""city"":""Ashland"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""3770"",""latitude"":""40.8686147"",""longitude"":""-82.3175942"",""name"":""Jack Miller Stadium"",""state"":""OH"",""timezone"":null,""zip"":null}"
2038,Assumption,Greyhounds,ASP,"[""Assumption College"",""ASP"",""Assumption""]",Northeast 10,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2038.png"",""https://cdn.collegefootballdata.com/logos/256/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2038.png"",""https://cdn.collegefootballdata.com/logos/128/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2038.png"",""https://cdn.collegefootballdata.com/logos/96/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2038.png"",""https://cdn.collegefootballdata.com/logos/64/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2038.png"",""https://cdn.collegefootballdata.com/logos/48/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2038.png"",""https://cdn.collegefootballdata.com/logos/32/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2038.png"",""https://cdn.collegefootballdata.com/logos/16/2038.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2038.png""]",null,"{""capacity"":""1200"",""city"":""Worcester"",""constructionYear"":""2005"",""countryCode"":""US"",""dome"":""false"",""elevation"":""203.4"",""grass"":null,""id"":""3848"",""latitude"":""42.2625621"",""longitude"":""-71.8018877"",""name"":""Multi-Sport Stadium"",""state"":""MA"",""timezone"":null,""zip"":""01613""}"
